ladder_setup_family,trade_count,avg_net_return_bps,total_net_return_bps,win_rate,total_simulated_notional,total_notional_minutes,avg_net_bps_per_capital_minute
OPENING_LADDER_IMBALANCE_LONG,5,32.17864334572818,160.8932167286409,0.8,233.33999999999997,1166.7,6.435728669145635
